ind.id	family	tmt	dead	dev.rate	temp	year
117	B	35	1	NA	35.0090625	2018
118	B	35	1	NA	35.0090625	2018
119	B	35	1	NA	35.0090625	2018
120	B	35	1	NA	35.0090625	2018
121	B	35	1	NA	35.0090625	2018
122	B	35	1	NA	35.0090625	2018
123	B	35	1	NA	35.0090625	2018
124	B	35	1	NA	35.0090625	2018
125	B	35	1	NA	35.0090625	2018
126	B	35	1	NA	35.0090625	2018
127	B	35	1	NA	35.0090625	2018
128	B	35	1	NA	35.0090625	2018
129	B	35	1	NA	35.0090625	2018
130	B	25	0	0.307167235490426	25.0240885416667	2018
131	B	25	0	0.307167235490426	25.0240885416667	2018
132	B	25	0	0.307167235490426	25.0240885416667	2018
133	B	25	0	0.307167235490426	25.0240885416667	2018
134	B	25	0	0.307167235490426	25.0240885416667	2018
135	B	25	0	0.307167235490426	25.0240885416667	2018
136	B	25	0	0.307167235490426	25.0240885416667	2018
137	B	25	0	0.307167235490426	25.0240885416667	2018
138	B	25	0	0.254641909816525	24.9549791666667	2018
139	B	25	0	0.254641909816525	24.9549791666667	2018
140	B	25	0	0.254641909816525	24.9549791666667	2018
141	B	25	0	0.254641909816525	24.9549791666667	2018
142	B	25	0	0.254641909816525	24.9549791666667	2018
143	B	25	0	0.254641909816525	24.9549791666667	2018
144	B	25	0	0.202959830868206	24.9035069444444	2018
145	B	25	1	NA	25.2040625	2018
146	B	25	1	NA	25.2040625	2018
147	B	25	1	NA	25.2040625	2018
148	B	25	1	NA	25.2040625	2018
149	A	35	1	NA	35.0725	2018
150	A	35	1	NA	35.0725	2018
151	A	35	1	NA	35.0725	2018
152	A	35	1	NA	35.0725	2018
153	A	35	1	NA	35.0725	2018
154	A	35	1	NA	35.0725	2018
155	A	35	1	NA	35.0725	2018
156	A	35	1	NA	35.0725	2018
157	A	35	1	NA	35.0725	2018
158	A	35	1	NA	35.0725	2018
159	A	35	1	NA	35.0725	2018
160	A	35	1	NA	35.0725	2018
161	A	35	1	NA	35.0725	2018
162	A	35	1	NA	35.0725	2018
163	A	35	1	NA	35.0725	2018
164	A	35	1	NA	35.0725	2018
165	A	35	1	NA	35.0725	2018
166	A	35	1	NA	35.0725	2018
167	A	35	1	NA	35.0725	2018
168	C	35	1	NA	35.0725	2018
169	C	35	1	NA	35.0725	2018
170	C	35	1	NA	35.0725	2018
171	C	35	1	NA	35.0725	2018
172	C	35	1	NA	35.0725	2018
173	C	35	1	NA	35.0725	2018
174	C	35	1	NA	35.0725	2018
175	C	35	1	NA	35.0725	2018
176	C	35	1	NA	35.0725	2018
177	C	35	1	NA	35.0725	2018
178	C	35	1	NA	35.0725	2018
179	C	35	1	NA	35.0725	2018
180	C	35	1	NA	35.0725	2018
181	C	35	1	NA	35.0725	2018
182	C	30	0	0.366878980897487	30.4158854166667	2018
183	C	30	0	0.366878980897487	30.4158854166667	2018
184	C	30	0	0.366878980897487	30.4158854166667	2018
185	C	30	0	0.366878980897487	30.4158854166667	2018
186	C	30	0	0.366878980897487	30.4158854166667	2018
187	C	30	0	0.366878980897487	30.4158854166667	2018
188	C	30	0	0.366878980897487	30.4158854166667	2018
189	C	30	0	0.366878980897487	30.4158854166667	2018
190	C	30	0	0.366878980897487	30.4158854166667	2018
191	C	30	0	0.366878980897487	30.4158854166667	2018
192	C	30	0	0.366878980897487	30.4158854166667	2018
193	C	30	0	0.366878980897487	30.4158854166667	2018
194	C	30	0	0.366878980897487	30.4158854166667	2018
195	C	30	0	0.366878980897487	30.4158854166667	2018
196	C	30	0	0.267707752374779	30.3890625	2018
197	C	30	1	NA	30.4914583333333	2018
198	C	30	1	NA	30.4914583333333	2018
199	C	30	1	NA	30.4914583333333	2018
200	C	30	1	NA	30.4914583333333	2018
201	C	25	0	0.267558528427885	24.9549791666667	2018
202	C	25	0	0.267558528427885	24.9549791666667	2018
203	C	25	0	0.267558528427885	24.9549791666667	2018
204	C	25	0	0.267558528427885	24.9549791666667	2018
205	C	25	0	0.267558528427885	24.9549791666667	2018
206	C	25	0	0.267558528427885	24.9549791666667	2018
207	C	25	0	0.267558528427885	24.9549791666667	2018
208	C	25	0	0.267558528427885	24.9549791666667	2018
209	C	25	0	0.267558528427885	24.9549791666667	2018
210	C	25	0	0.267558528427885	24.9549791666667	2018
211	C	25	0	0.267558528427885	24.9549791666667	2018
212	C	25	0	0.267558528427885	24.9549791666667	2018
213	C	25	0	0.267558528427885	24.9549791666667	2018
214	C	25	0	0.267558528427885	24.9549791666667	2018
215	C	25	0	0.267558528427885	24.9549791666667	2018
216	C	20	0	0.235872235868458	19.9951458333333	2018
217	C	20	0	0.201737181280989	20.0076909722222	2018
218	C	20	0	0.169312169312169	20.0258333333333	2018
219	C	20	0	0.169312169312169	20.0258333333333	2018
220	C	20	0	0.169312169312169	20.0258333333333	2018
221	C	20	0	0.169312169312169	20.0258333333333	2018
222	C	20	0	0.169312169312169	20.0258333333333	2018
223	C	20	0	0.169312169312169	20.0258333333333	2018
224	C	20	0	0.169312169312169	20.0258333333333	2018
225	C	10	0	0.0473559589583278	10.8539488636364	2018
226	C	10	0	0.0473559589583278	10.8539488636364	2018
227	C	10	0	0.0473559589583278	10.8539488636364	2018
228	C	10	0	0.0473559589583278	10.8539488636364	2018
229	C	10	0	0.0473559589583278	10.8539488636364	2018
230	C	10	0	0.0473559589583278	10.8539488636364	2018
231	C	10	0	0.0473559589583278	10.8539488636364	2018
232	C	10	0	0.0473559589583278	10.8539488636364	2018
233	C	10	0	0.0452716297788536	10.8464266304348	2018
234	C	10	1	NA	11.0126041666667	2018
235	C	10	1	NA	11.0126041666667	2018
236	C	10	1	NA	11.0126041666667	2018
237	C	10	1	NA	11.0126041666667	2018
238	C	10	1	NA	11.0126041666667	2018
239	C	15	0	0.127546501328202	14.7895717592593	2018
240	C	15	0	0.127546501328202	14.7895717592593	2018
241	C	15	0	0.127546501328202	14.7895717592593	2018
242	C	15	0	0.127546501328202	14.7895717592593	2018
243	C	15	0	0.127546501328202	14.7895717592593	2018
244	C	15	0	0.127546501328202	14.7895717592593	2018
245	C	15	0	0.127546501328202	14.7895717592593	2018
246	C	15	0	0.127546501328202	14.7895717592593	2018
247	C	15	0	0.122950819672601	14.7895717592593	2018
248	C	15	0	0.122950819672601	14.7895717592593	2018
249	C	15	0	0.122950819672601	14.7895717592593	2018
250	C	15	0	0.122950819672601	14.7895717592593	2018
251	C	15	0	0.122950819672601	14.7895717592593	2018
252	C	15	1	NA	15.1515625	2018
253	D	30	0	0.499133448854351	30.3276736111111	2018
254	D	30	0	0.327496020005097	30.330546875	2018
255	D	30	0	0.327496020005097	30.330546875	2018
256	D	30	0	0.327496020005097	30.330546875	2018
257	D	30	0	0.327496020005097	30.330546875	2018
258	D	30	0	0.327496020005097	30.330546875	2018
259	D	30	0	0.327496020005097	30.330546875	2018
260	D	30	0	0.327496020005097	30.330546875	2018
261	D	30	0	0.327496020005097	30.330546875	2018
262	D	30	0	0.327496020005097	30.330546875	2018
263	D	30	0	0.327496020005097	30.330546875	2018
264	D	30	0	0.327496020005097	30.330546875	2018
265	D	30	0	0.327496020005097	30.330546875	2018
266	D	30	0	0.327496020005097	30.330546875	2018
267	D	30	0	0.327496020005097	30.330546875	2018
268	D	30	1	NA	30.3719791666667	2018
269	D	30	1	NA	30.3719791666667	2018
270	D	30	1	NA	30.3719791666667	2018
271	D	30	1	NA	30.3719791666667	2018
272	D	30	1	NA	30.3719791666667	2018
273	D	10	0	0.050314465408805	10.8590773809524	2018
274	D	10	0	0.050314465408805	10.8590773809524	2018
275	D	10	0	0.0475530017831543	10.8539488636364	2018
276	D	10	0	0.0475530017831543	10.8539488636364	2018
277	D	10	0	0.0475530017831543	10.8539488636364	2018
278	D	10	0	0.0454488069687683	10.8464266304348	2018
279	D	10	0	0.0454488069687683	10.8464266304348	2018
280	D	10	0	0.0454488069687683	10.8464266304348	2018
281	D	10	0	0.0454488069687683	10.8464266304348	2018
282	D	10	0	0.0418702023725206	10.8328541666667	2018
283	D	10	1	NA	11.0126041666667	2018
284	D	10	1	NA	11.0126041666667	2018
285	D	10	1	NA	11.0126041666667	2018
286	D	10	1	NA	11.0126041666667	2018
287	D	10	1	NA	11.0126041666667	2018
288	D	10	1	NA	11.0126041666667	2018
289	D	10	1	NA	11.0126041666667	2018
290	D	10	1	NA	11.0126041666667	2018
291	D	10	1	NA	11.0126041666667	2018
292	D	10	1	NA	11.0126041666667	2018
293	D	35	1	NA	35.0448958333333	2018
294	D	35	1	NA	35.0448958333333	2018
295	D	35	1	NA	35.0448958333333	2018
296	D	35	1	NA	35.0448958333333	2018
297	D	35	1	NA	35.0448958333333	2018
298	D	35	1	NA	35.0448958333333	2018
299	D	35	1	NA	35.0448958333333	2018
300	D	35	1	NA	35.0448958333333	2018
301	D	35	1	NA	35.0448958333333	2018
302	D	35	1	NA	35.0448958333333	2018
303	D	35	1	NA	35.0448958333333	2018
304	D	20	0	0.171919770775603	20.0258333333333	2018
305	D	20	0	0.171919770775603	20.0258333333333	2018
306	D	20	0	0.171919770775603	20.0258333333333	2018
307	D	20	0	0.171919770775603	20.0258333333333	2018
308	D	20	0	0.171919770775603	20.0258333333333	2018
309	D	20	0	0.171919770775603	20.0258333333333	2018
310	D	20	0	0.171919770775603	20.0258333333333	2018
311	D	20	0	0.171919770775603	20.0258333333333	2018
312	D	20	0	0.171919770775603	20.0258333333333	2018
313	D	20	0	0.171919770775603	20.0258333333333	2018
314	D	20	1	NA	20.03	2018
315	D	25	0	0.263639692417179	24.8433958333333	2018
316	D	25	0	0.263639692417179	24.8433958333333	2018
317	D	25	0	0.263639692417179	24.8433958333333	2018
318	D	25	0	0.263639692417179	24.8433958333333	2018
319	D	25	0	0.263639692417179	24.8433958333333	2018
320	D	25	0	0.263639692417179	24.8433958333333	2018
321	D	25	0	0.263639692417179	24.8433958333333	2018
322	D	25	0	0.263639692417179	24.8433958333333	2018
323	D	25	0	0.263639692417179	24.8433958333333	2018
324	D	25	0	0.263639692417179	24.8433958333333	2018
325	D	25	0	0.263639692417179	24.8433958333333	2018
326	D	25	0	0.263639692417179	24.8433958333333	2018
327	D	25	0	0.263639692417179	24.8433958333333	2018
328	D	25	0	0.263639692417179	24.8433958333333	2018
329	D	25	0	0.263639692417179	24.8433958333333	2018
330	D	25	0	0.263639692417179	24.8433958333333	2018
331	D	25	0	0.263639692417179	24.8433958333333	2018
332	D	25	0	0.263639692417179	24.8433958333333	2018
333	D	25	0	0.263639692417179	24.8433958333333	2018
334	D	25	0	0.263639692417179	24.8433958333333	2018
335	D	25	0	0.263639692417179	24.8433958333333	2018
336	D	25	0	0.263639692417179	24.8433958333333	2018
337	D	25	0	0.263639692417179	24.8433958333333	2018
338	D	25	0	0.263639692417179	24.8433958333333	2018
339	D	25	0	0.263639692417179	24.8433958333333	2018
340	D	25	0	0.263639692417179	24.8433958333333	2018
341	D	25	0	0.242342645573188	24.8433958333333	2018
342	D	25	1	NA	25.0548958333333	2018
343	D	25	1	NA	25.0548958333333	2018
344	D	25	1	NA	25.0548958333333	2018
345	F	28	0	0.328767843874726	28.1018567103935	2019
346	F	28	0	0.328767843874726	28.1018567103935	2019
347	F	28	0	0.328767843874726	28.1018567103935	2019
348	F	28	1	NA	28.1240157480315	2019
349	F	28	1	NA	28.1240157480315	2019
350	F	28	1	NA	28.1240157480315	2019
351	F	28	1	NA	28.1240157480315	2019
352	F	28	1	NA	28.1240157480315	2019
353	F	28	1	NA	28.1240157480315	2019
354	F	28	1	NA	28.1240157480315	2019
355	F	28	1	NA	28.1240157480315	2019
356	G	28	0	0.363636363636364	28.1018567103935	2019
357	G	28	0	0.363636363636364	28.1018567103935	2019
358	G	28	0	0.363636363636364	28.1018567103935	2019
359	G	28	0	0.363636363636364	28.1018567103935	2019
360	G	28	0	0.363636363636364	28.1018567103935	2019
361	G	28	0	0.363636363636364	28.1018567103935	2019
362	G	28	0	0.363636363636364	28.1018567103935	2019
363	G	28	0	0.363636363636364	28.1018567103935	2019
364	G	28	0	0.363636363636364	28.1018567103935	2019
365	G	28	0	0.363636363636364	28.1018567103935	2019
366	G	28	0	0.363636363636364	28.1018567103935	2019
367	G	28	0	0.363636363636364	28.1018567103935	2019
368	G	28	0	0.328767843874726	28.1018567103935	2019
369	G	28	0	0.328767843874726	28.1018567103935	2019
370	G	28	0	0.328767843874726	28.1018567103935	2019
371	G	28	0	0.328767843874726	28.1018567103935	2019
372	G	28	0	0.363636363636364	28.1018567103935	2019
373	G	28	1	NA	28.1240157480315	2019
374	H	28	0	0.363636363636364	28.1018567103935	2019
375	H	28	0	0.363636363636364	28.1018567103935	2019
376	H	28	0	0.363636363636364	28.1018567103935	2019
377	H	28	0	0.363636363636364	28.1018567103935	2019
378	H	28	0	0.363636363636364	28.1018567103935	2019
379	H	28	0	0.363636363636364	28.1018567103935	2019
380	H	28	0	0.363636363636364	28.1018567103935	2019
381	H	28	0	0.363636363636364	28.1018567103935	2019
382	H	28	0	0.363636363636364	28.1018567103935	2019
383	H	28	0	0.363636363636364	28.1018567103935	2019
384	H	28	0	0.328767843874726	28.1018567103935	2019
385	H	28	0	0.328767843874726	28.1018567103935	2019
386	H	28	0	0.328767843874726	28.1018567103935	2019
387	H	28	0	0.328767843874726	28.1018567103935	2019
388	H	28	0	0.328767843874726	28.1018567103935	2019
389	H	28	0	0.328767843874726	28.1018567103935	2019
390	G	28	0	0.328767843874726	28.1018567103935	2019
391	H	28	0	0.328767843874726	28.1018567103935	2019
392	H	28	0	0.328767843874726	28.1018567103935	2019
393	H	28	0	0.328767843874726	28.1018567103935	2019
394	I	28	0	0.369231223669198	28.1018567103935	2019
395	I	28	0	0.369231223669198	28.1018567103935	2019
396	I	28	1	NA	28.1240157480315	2019
397	I	28	1	NA	28.1240157480315	2019
398	I	28	1	NA	28.1240157480315	2019
399	I	28	1	NA	28.1240157480315	2019
400	I	28	1	NA	28.1240157480315	2019
401	I	28	1	NA	28.1240157480315	2019
402	I	28	1	NA	28.1240157480315	2019
403	I	28	1	NA	28.1240157480315	2019
404	I	28	1	NA	28.1240157480315	2019
405	J	28	0	0.369231223669198	28.1018567103935	2019
406	J	28	0	0.369231223669198	28.1018567103935	2019
407	K	28	0	0.369231223669198	28.1018567103935	2019
408	K	28	0	0.369231223669198	28.1018567103935	2019
409	K	28	0	0.333333333333333	28.1018567103935	2019
410	G	32	0	0.369231223669198	31.3185252525253	2019
411	G	32	0	0.369231223669198	31.3185252525253	2019
412	G	32	0	0.369231223669198	31.3185252525253	2019
413	G	32	0	0.369231223669198	31.3185252525253	2019
414	G	32	0	0.369231223669198	31.3185252525253	2019
415	G	32	0	0.369231223669198	31.3185252525253	2019
416	G	32	0	0.369231223669198	31.3185252525253	2019
417	G	32	0	0.369231223669198	31.3185252525253	2019
418	G	32	0	0.369231223669198	31.3185252525253	2019
419	G	32	0	0.369231223669198	31.3185252525253	2019
420	G	32	0	0.369231223669198	31.3185252525253	2019
421	G	32	0	0.369231223669198	31.3185252525253	2019
422	G	32	0	0.369231223669198	31.3185252525253	2019
423	G	32	0	0.369231223669198	31.3185252525253	2019
424	G	32	0	0.369231223669198	31.3185252525253	2019
425	G	32	0	0.369231223669198	31.3185252525253	2019
426	G	32	0	0.369231223669198	31.3185252525253	2019
427	G	32	0	0.369231223669198	31.3185252525253	2019
428	G	32	0	0.369231223669198	31.3185252525253	2019
429	G	32	0	0.369231223669198	31.3185252525253	2019
430	G	32	0	0.369231223669198	31.3185252525253	2019
431	G	32	0	0.369231223669198	31.3185252525253	2019
432	G	32	0	0.369231223669198	31.3185252525253	2019
433	G	32	0	0.369231223669198	31.3185252525253	2019
434	G	32	0	0.369231223669198	31.3185252525253	2019
435	G	32	0	0.369231223669198	31.3185252525253	2019
436	G	32	0	0.369231223669198	31.3185252525253	2019
437	G	32	0	0.333333333333333	31.3185252525253	2019
438	G	32	0	0.333333333333333	31.3185252525253	2019
439	G	32	1	NA	31.1122222222222	2019
440	G	32	1	NA	31.1122222222222	2019
441	G	32	1	NA	31.1122222222222	2019
442	F	32	0	0.26966316374217	31.3251877934272	2019
443	F	32	0	0.26966316374217	31.3251877934272	2019
444	F	32	1	NA	31.1122222222222	2019
445	F	32	1	NA	31.1122222222222	2019
446	F	32	1	NA	31.1122222222222	2019
447	F	32	1	NA	31.1122222222222	2019
448	F	32	1	NA	31.1122222222222	2019
449	F	32	1	NA	31.1122222222222	2019
450	F	32	1	NA	31.1122222222222	2019
451	F	32	1	NA	31.1122222222222	2019
452	F	32	1	NA	31.1122222222222	2019
453	F	32	1	NA	31.1122222222222	2019
454	F	32	1	NA	31.1122222222222	2019
455	F	32	1	NA	31.1122222222222	2019
456	F	32	1	NA	31.1122222222222	2019
457	F	32	1	NA	31.1122222222222	2019
458	F	32	1	NA	31.1122222222222	2019
459	F	32	1	NA	31.1122222222222	2019
460	F	32	1	NA	31.1122222222222	2019
461	F	32	1	NA	31.1122222222222	2019
462	F	32	1	NA	31.1122222222222	2019
463	F	32	1	NA	31.1122222222222	2019
464	F	32	1	NA	31.1122222222222	2019
465	F	32	1	NA	31.1122222222222	2019
466	H	32	0	0.369231223669198	31.3185252525253	2019
467	H	32	0	0.369231223669198	31.3185252525253	2019
468	H	32	0	0.369231223669198	31.3185252525253	2019
469	H	32	0	0.369231223669198	31.3185252525253	2019
470	H	32	0	0.369231223669198	31.3185252525253	2019
471	H	32	0	0.369231223669198	31.3185252525253	2019
472	H	32	0	0.369231223669198	31.3185252525253	2019
473	H	32	0	0.369231223669198	31.3185252525253	2019
474	H	32	0	0.369231223669198	31.3185252525253	2019
475	H	32	0	0.369231223669198	31.3185252525253	2019
476	H	32	0	0.369231223669198	31.3185252525253	2019
477	H	32	0	0.369231223669198	31.3185252525253	2019
478	H	32	0	0.369231223669198	31.3185252525253	2019
479	H	32	0	0.369231223669198	31.3185252525253	2019
480	H	32	0	0.369231223669198	31.3185252525253	2019
481	H	32	0	0.369231223669198	31.3185252525253	2019
482	H	32	0	0.369231223669198	31.3185252525253	2019
483	H	32	0	0.369231223669198	31.3185252525253	2019
484	H	32	0	0.369231223669198	31.3185252525253	2019
485	H	32	0	0.369231223669198	31.3185252525253	2019
486	H	32	0	0.369231223669198	31.3185252525253	2019
487	H	32	0	0.369231223669198	31.3185252525253	2019
488	H	32	0	0.369231223669198	31.3185252525253	2019
489	H	32	0	0.369231223669198	31.3185252525253	2019
490	H	32	0	0.369231223669198	31.3185252525253	2019
491	H	32	0	0.369231223669198	31.3185252525253	2019
492	H	32	0	0.369231223669198	31.3185252525253	2019
493	H	32	0	0.369231223669198	31.3185252525253	2019
494	H	32	0	0.369231223669198	31.3185252525253	2019
495	H	32	0	0.369231223669198	31.3185252525253	2019
496	H	32	0	0.369231223669198	31.3185252525253	2019
497	H	32	0	0.333333333333333	31.3185252525253	2019
498	H	32	0	0.333333333333333	31.3185252525253	2019
499	H	32	1	NA	31.1122222222222	2019
500	H	32	1	NA	31.1122222222222	2019
501	H	32	1	NA	31.1122222222222	2019
502	K	32	0	0.369231223669198	31.3185252525253	2019
503	K	32	0	0.369231223669198	31.3185252525253	2019
504	K	32	1	NA	31.1122222222222	2019
505	K	32	1	NA	31.1122222222222	2019
